function,x_dim,c_dim,method,repeat,client,t,regret
ackley,2,2,fd,5,-1,28,0.039296841601956144
ackley,2,2,fd,5,-1,29,0.03614814664682115
ackley,2,2,fd,5,-1,30,0.036240511543980204
ackley,2,2,fd,5,-1,31,0.03251891292370901
ackley,2,2,fd,5,-1,32,0.035958698511978054
ackley,2,2,fd,5,-1,33,0.03512015334427191
ackley,2,2,fd,5,-1,34,0.0290355036373113
ackley,2,2,fd,5,-1,35,0.03644557121750677
ackley,2,2,fd,5,-1,36,0.0369158583370154
ackley,2,2,fd,5,-1,37,0.03556675226732121
ackley,2,2,fd,5,-1,38,0.03769791852987045
ackley,2,2,fd,5,-1,39,0.034206143880488746
ackley,2,2,fd,5,-1,40,0.03402423628787739
ackley,2,2,fd,5,-1,41,0.040301651738527976
ackley,2,2,fd,5,-1,42,0.03661701343731533
ackley,2,2,fd,5,-1,43,0.033066253033419785
ackley,2,2,fd,5,-1,44,0.03331910989558424
ackley,2,2,fd,5,-1,45,0.036615936177238496
ackley,2,2,fd,5,-1,46,0.0337918786095038
ackley,2,2,fd,5,-1,47,0.04524452530502607
ackley,2,2,fd,5,-1,48,0.03498713278359372
ackley,2,2,fd,5,-1,49,0.03314073170720569
ackley,2,2,fd,5,-1,50,0.033967259964940794
ackley,2,2,fd,5,-1,51,0.031914804207458757
ackley,2,2,fd,5,-1,52,0.029952459847916314
ackley,2,2,fd,5,-1,53,0.03240298529700294
ackley,2,2,fd,5,-1,54,0.03126243856895523
ackley,2,2,fd,5,-1,55,0.028538149593785228
ackley,2,2,fd,5,-1,56,0.030087676801460385
ackley,2,2,fd,5,-1,57,0.02947444699732709
ackley,2,2,fd,5,-1,58,0.027342770336434164
ackley,2,2,fd,5,-1,59,0.03156380616809571
ackley,2,2,fd,5,-1,60,0.03164176482984209
ackley,2,2,fd,5,-1,61,0.028489013193928398
ackley,2,2,fd,5,-1,62,0.027464511134180396
ackley,2,2,fd,5,-1,63,0.030138062145929446
ackley,2,2,fd,5,-1,64,0.028938375117045032
ackley,2,2,fd,5,-1,65,0.026229049625562027
ackley,2,2,fd,5,-1,66,0.02689311012856754
ackley,2,2,fd,5,-1,67,0.025864202348089595
ackley,2,2,fd,5,-1,68,0.023684975374195776
ackley,2,2,fd,5,-1,69,0.022326409378248712
ackley,2,2,fd,5,-1,70,0.020498839935668756
ackley,2,2,fd,5,-1,71,0.02637143638347276
ackley,2,2,fd,5,-1,72,0.0212381593162906
ackley,2,2,fd,5,-1,73,0.021700832648456903
ackley,2,2,fd,5,-1,74,0.020952416409423823
ackley,2,2,fd,5,-1,75,0.02196426310902362
ackley,2,2,fd,5,-1,76,0.02032908602576748
ackley,2,2,fd,5,-1,77,0.018816598319432852
ackley,2,2,fd,5,-1,78,0.01940618209494193
ackley,2,2,fd,5,-1,79,0.019042555199962542
ackley,2,2,fd,6,-1,0,0.07031188428144185
ackley,2,2,fd,6,-1,1,0.057105255408627945
ackley,2,2,fd,6,-1,2,0.057855448419017234
ackley,2,2,fd,6,-1,3,0.05615752498919022
ackley,2,2,fd,6,-1,4,0.055519158189512585
ackley,2,2,fd,6,-1,5,0.05286883630723735
ackley,2,2,fd,6,-1,6,0.05637942348260651
ackley,2,2,fd,6,-1,7,0.04880218143807351
ackley,2,2,fd,6,-1,8,0.04903021372298786
ackley,2,2,fd,6,-1,9,0.06216446362383349
ackley,2,2,fd,6,-1,10,0.04545960831071957
ackley,2,2,fd,6,-1,11,0.042348118022936074
ackley,2,2,fd,6,-1,12,0.044841990125278
ackley,2,2,fd,6,-1,13,0.05073483447111933
ackley,2,2,fd,6,-1,14,0.0458196673038268
ackley,2,2,fd,6,-1,15,0.04581513252091313
ackley,2,2,fd,6,-1,16,0.04699838679450106
ackley,2,2,fd,6,-1,17,0.04422538083972479
ackley,2,2,fd,6,-1,18,0.04313795611480158
ackley,2,2,fd,6,-1,19,0.04437377267843749
ackley,2,2,fd,6,-1,20,0.046167203615282
ackley,2,2,fd,6,-1,21,0.04812455111582925
ackley,2,2,fd,6,-1,22,0.04823676119192025
ackley,2,2,fd,6,-1,23,0.048852426074214576
ackley,2,2,fd,6,-1,24,0.04437647044673512
ackley,2,2,fd,6,-1,25,0.040097426532178834
ackley,2,2,fd,6,-1,26,0.03452698806955769
ackley,2,2,fd,6,-1,27,0.037431961753932416
ackley,2,2,fd,6,-1,28,0.03560574638670813
ackley,2,2,fd,6,-1,29,0.03693285690441157
ackley,2,2,fd,6,-1,30,0.03769065584784534
ackley,2,2,fd,6,-1,31,0.03949522059263496
ackley,2,2,fd,6,-1,32,0.035398217009638445
